file,npts,vmin,vmax,vstep_med,Lmax,Jmax,PDmax,pd_noise_off,L_per_PDV,noise_L_equiv,J_leak,J_rev,EQEmax,L_at_EQEmax,EQE_1,EQE_10,EQE_100,EQE_1000,lum_per_mW
2026-05-05_GNU6_d4_p2_jvl_s1_eval.csv,18,0.0,6.29,0.38,221.31,nan,0.0066308,nan,nan,nan,nan,nan,0.13,168.66,nan,0.06882581206207816,0.02682927824209982,nan,69813.88012618296
2026-05-05_GNU6_d4_p3_jvl_s1_eval.csv,18,0.08,6.09,0.35,262.16,nan,0.0078547,nan,nan,nan,nan,nan,0.13,232.74,nan,nan,0.034318243170744535,nan,69909.33333333334
2026-05-05_GNU6_d4_p4_jvl_s1_eval.csv,18,0.0,6.19,0.38,249.92,nan,0.0074878,nan,nan,nan,nan,nan,0.12,169.82,nan,nan,0.044501465833796855,nan,69810.0558659218
2026-05-05_GNU6_d5_p1_jvl_s1_eval.csv,18,0.0,6.1,0.36,591.89,nan,0.0177337,nan,nan,nan,nan,nan,0.18,392.63,nan,nan,0.043303586690920895,nan,69880.75560802834
2026-05-05_GNU6_d5_p2_jvl_s1_eval.csv,18,0.0,6.08,0.38,387.97,nan,0.0116239,nan,nan,nan,nan,nan,0.17,311.44,nan,0.01,0.10330218953593058,nan,69904.50450450451
2026-05-05_GNU6_d5_p4_jvl_s1_eval.csv,18,0.0,6.28,0.39,445.27,nan,0.0133406,nan,nan,nan,nan,nan,0.2,362.1,nan,nan,0.02629260795603682,nan,69901.0989010989
2026-05-05_GNU6_d6_p2_jvl_s1_eval.csv,18,0.0,6.28,0.385,448.19,nan,0.0134283,nan,nan,nan,nan,nan,0.19,351.82,nan,nan,0.03275499725142879,nan,69920.4368174727
2026-05-05_GNU6_d6_p3_jvl_s1_eval.csv,18,0.0,6.22,0.38,425.54,nan,0.0127497,nan,nan,nan,nan,nan,0.21,425.54,nan,0.01,0.09456649399056437,nan,69875.2052545156
2026-05-05_GNU6_d6_p4_jvl_s1_eval.csv,18,0.0,6.2,0.38,294.26,nan,0.0088162,nan,nan,nan,nan,nan,0.15,254.08,nan,nan,0.03419885493114689,nan,69895.48693586698
2026-05-06_11_d11_p3_jvl_s1_eval.csv,39,-2.0,5.0,0.1,16888.34,nan,0.1264872,nan,nan,nan,nan,nan,2.59,3941.6,nan,nan,1.5624361838814063,2.3330270551221997,59701.42816742081
2026-05-06_11_d11_p4_jvl_s1_eval.csv,39,-2.0,5.0,0.1,15597.92,nan,0.1121958,nan,nan,nan,nan,nan,0.63,5058.04,nan,nan,0.2053713022114,0.476906729852332,226746.9108882105
2026-05-06_11_d11_p4_jvl_s2_eval.csv,39,-2.0,5.0,0.1,15377.03,nan,0.1106069,nan,nan,nan,nan,nan,0.61,8484.45,nan,nan,0.1335195903991537,0.3854854532323427,226766.4061347884
2026-05-06_11_d14_p5_jvl_s1_eval.csv,39,-2.0,5.0,0.1,22240.23,nan,0.169539,nan,nan,nan,nan,nan,4.39,654.47,nan,nan,4.071592575504592,4.353900482529666,58390.1651395416
2026-05-06_11_d21_p3_jvl_s2_eval.csv,39,-2.0,5.0,0.1,12788.7,nan,0.0915343,nan,nan,nan,nan,nan,1.79,5751.14,nan,nan,0.9147540991422523,1.5039661452244037,62880.814239354906
2026-05-06_11_d31_p2_jvl_s1_eval.csv,39,-2.0,5.0,0.1,13849.29,nan,0.126886,nan,nan,nan,nan,nan,3.38,2428.44,nan,nan,1.588660852772457,3.16272793803579,47557.741835788605
2026-05-06_11_d41_p6_jvl_s2_eval.csv,39,-2.0,5.0,0.1,9328.47,nan,0.085463,nan,nan,nan,nan,nan,2.21,3227.94,nan,nan,1.437866412473819,2.0267227215916925,47630.686750063825
2026-05-06_11_d42_p7_jvl_s2_eval.csv,39,-2.0,5.0,0.1,14308.07,nan,0.1307484,nan,nan,nan,nan,nan,3.29,3284.01,nan,nan,2.433946671184865,3.137278797786475,47660.20452350022
2026-05-06_14_d14_p5_jvl_s1_eval.csv,39,-2.0,5.0,0.1,22280.21,nan,0.169539,nan,nan,nan,nan,nan,0.8,655.65,nan,nan,0.7374838370371222,0.7910135149254012,322761.26321889035
2026-05-06_21_d21_p3_jvl_s2_eval.csv,39,-2.0,5.0,0.1,13028.59,nan,0.0915343,nan,nan,nan,nan,nan,0.38,4355.78,nan,nan,0.19260152120697632,0.31632734691280523,302217.35096265364
2026-05-06_31_d31_p2_jvl_s1_eval.csv,39,-2.0,5.0,0.1,13881.17,nan,0.126886,nan,nan,nan,nan,nan,0.5,2434.03,nan,nan,0.2313758837001961,0.46336903236899274,322817.90697674424
2026-05-06_41_d41_p6_jvl_s2_eval.csv,39,-2.0,5.0,0.1,9347.0,nan,0.085463,nan,nan,nan,nan,nan,0.41,2769.21,nan,nan,0.26596272413014393,0.3720889603552579,257990.61551200663
2026-05-06_42_d42_p7_jvl_s2_eval.csv,39,-2.0,5.0,0.1,14313.72,nan,0.1307484,nan,nan,nan,nan,nan,0.59,3285.31,nan,nan,0.4304869691889395,0.561027920091633,266997.2020145495
2026-05-06_GNU5-TiO2_d15_p1_jvl_s1_eval.csv,18,0.0,6.09,0.36,134.15,nan,0.0056282,nan,nan,nan,nan,nan,0.05,84.04,nan,nan,0.05,nan,48959.854014598546
2026-05-06_GNU5-TiO2_d16_p2_jvl_s1_eval.csv,16,0.0,5.38,0.36,63.29,nan,0.0026554,nan,nan,nan,nan,nan,0.02,39.41,nan,0.01,nan,nan,49062.01550387597
2026-05-06_GNU5-TiO2_d16_p4_jvl_s1_eval.csv,16,0.0,5.49,0.37,0.0,nan,0.0002589,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2026-05-06_GNU6-TiO2_d11_p1_jvl_s1_eval.csv,16,0.0,5.53,0.37,30.46,nan,0.0008536,nan,nan,nan,nan,nan,0.02,18.85,nan,nan,nan,nan,76150.0
2026-05-06_GNU6-TiO2_d11_p2_jvl_s1_eval.csv,16,0.0,5.57,0.375,41.38,nan,0.0011595,nan,nan,nan,nan,nan,0.02,41.38,nan,nan,nan,nan,75236.36363636363
2026-05-06_GNU6-TiO2_d11_p3_jvl_s1_eval.csv,13,0.0,4.42,0.365,14.64,nan,0.0004104,nan,nan,nan,nan,nan,0.01,14.64,nan,nan,nan,nan,77052.63157894737
2026-05-06_GNU6-TiO2_d11_p4_jvl_s1_eval.csv,13,0.0,4.47,0.38,0.0,nan,0.0002937,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2026-05-06_GNU6-TiO2_d12_p1_jvl_s1_eval.csv,13,0.0,4.45,0.37,0.0,nan,0.0002476,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2026-05-06_tbrb-TiO2_d13_p2_jvl_s1_eval.csv,15,0.0,5.23,0.37,2843.25,nan,0.0649694,nan,nan,nan,nan,nan,0.91,2221.21,nan,nan,nan,0.5542083446737112,128189.81064021643
2026-05-06_tbrb-TiO2_d13_p3_jvl_s1_eval.csv,15,0.0,5.22,0.36,2029.23,nan,0.0463686,nan,nan,nan,nan,nan,0.67,1726.39,nan,nan,0.10027560456517044,0.5812622733433406,128188.88186986734
2026-05-06_tbrb-TiO2_d13_p4_jvl_s1_eval.csv,15,0.0,5.23,0.36,1797.17,nan,0.0410661,nan,nan,nan,nan,nan,0.71,1797.17,nan,nan,0.11033216656761836,0.32146521588013566,128186.16262482169
2026-05-06_tbrb-TiO2_d14_p1_jvl_s1_eval.csv,18,0.0,5.29,0.32,2631.32,nan,0.2405065,nan,nan,nan,nan,nan,1.18,1962.34,nan,0.06185717414613671,0.3133351378113344,0.9428965779871092,128169.50803701901
2026-05-07_ITOMLA_d13_p4_jvl_s1_eval.csv,49,-2.0,6.0,0.1,400.68,nan,0.0139755,nan,nan,nan,nan,nan,4242.25,400.68,nan,5.337857827873307,125.68186134076927,nan,145173.91304347827
2026-05-07_ITOMLA_d13_p4_jvl_s2_eval.csv,49,-2.0,6.0,0.1,1101.15,nan,0.038407,nan,nan,nan,nan,nan,22.98,1101.15,nan,12.575156511012313,20.941752791745998,21.816366095716862,145462.35138705416
2026-05-07_ITO_d13_p1_jvl_s1_eval.csv,49,-2.0,6.0,0.1,562.94,nan,0.0198649,nan,nan,nan,nan,nan,5592.13,4.4,nan,19.105884499784214,16.089578509903895,nan,142516.45569620252
2026-05-07_ITO_d13_p3_jvl_s1_eval.csv,49,-2.0,6.0,0.1,568.89,nan,0.0200749,nan,nan,nan,nan,nan,13.62,453.61,nan,8.053738354132438,2.315395073847107,nan,142222.5
2026-05-09_ex_d7_p1_jvl_s1_eval.csv,16,0.0,5.5,0.37,35.46,nan,0.0109875,nan,nan,nan,nan,nan,0.01,22.42,nan,nan,nan,nan,95837.83783783784
2026-05-09_ex_d7_p4_jvl_s1_eval.csv,18,0.0,6.33,0.38,23.7,nan,0.0073421,nan,nan,nan,nan,nan,0.01,15.1,nan,nan,nan,nan,94800.0
2026-05-09_GNU6-TiO2_d1_p1_jvl_s1_eval.csv,16,0.0,5.61,0.37,198.62,nan,0.0055661,nan,nan,nan,nan,nan,0.1,176.6,nan,nan,0.07549867175316287,nan,75809.16030534351
2026-05-09_GNU6-TiO2_d1_p2_jvl_s1_eval.csv,16,0.0,5.58,0.37,145.84,nan,0.0040869,nan,nan,nan,nan,nan,0.08,134.88,nan,nan,0.03,nan,75564.76683937824
2026-05-09_GNU6-TiO2_d1_p3_jvl_s1_eval.csv,16,0.0,5.54,0.37,544.46,nan,0.0152579,nan,nan,nan,nan,nan,0.19,393.1,nan,nan,nan,nan,75724.61752433937
2026-05-09_GNU6-TiO2_d1_p4_jvl_s1_eval.csv,16,0.0,5.61,0.375,205.91,nan,0.0057705,nan,nan,nan,nan,nan,0.11,193.21,nan,nan,0.07854578362276915,nan,75702.20588235294
2026-05-09_GNU6-TiO2_d2_p1_jvl_s1_eval.csv,16,0.0,5.67,0.38,205.65,nan,0.0057632,nan,nan,nan,nan,nan,0.12,193.58,nan,nan,0.04058029251881631,nan,75606.61764705883
2026-05-09_GNU6-TiO2_d2_p2_jvl_s1_eval.csv,16,0.0,5.63,0.375,74.4,nan,0.002085,nan,nan,nan,nan,nan,0.04,48.78,nan,nan,nan,nan,75918.36734693879
2026-05-09_GNU6-TiO2_d2_p3_jvl_s1_eval.csv,16,0.0,5.54,0.37,369.71,nan,0.0103607,nan,nan,nan,nan,nan,0.13,196.07,nan,0.018476078964056446,0.09352174091880266,nan,75760.24590163934
2026-05-09_GNU6-TiO2_d2_p4_jvl_s1_eval.csv,17,0.0,6.01,0.38,133.92,nan,0.0037529,nan,nan,nan,nan,nan,0.08,124.65,nan,0.01,0.04743722477999164,nan,75661.01694915253
2026-05-09_GNU6-TiO2_d3_p1_jvl_s1_eval.csv,17,0.0,5.98,0.37,307.09,nan,0.008606,nan,nan,nan,nan,nan,0.15,233.29,nan,nan,0.08959383757362413,nan,75824.69135802469
2026-05-09_GNU6-TiO2_d3_p2_jvl_s1_eval.csv,17,0.0,5.97,0.37,377.86,nan,0.0105892,nan,nan,nan,nan,nan,0.12,283.71,nan,nan,0.08486548513742445,nan,75723.44689378758
2026-05-09_GNU6-TiO2_d3_p4_jvl_s1_eval.csv,17,0.0,5.93,0.37,250.5,nan,0.00702,nan,nan,nan,nan,nan,0.13,232.76,nan,nan,0.08379469485544874,nan,75679.7583081571
2026-05-09_TBRb-TiO2_d4_p1_jvl_s1_eval.csv,18,0.0,6.41,0.38,3705.66,nan,0.0846759,nan,nan,nan,nan,nan,0.91,2211.36,nan,nan,nan,0.7155788415196879,128179.17675544793
2026-05-09_TBRb-TiO2_d4_p2_jvl_s1_eval.csv,18,0.0,6.38,0.37,2106.86,nan,0.0481425,nan,nan,nan,nan,nan,0.71,1902.29,nan,nan,nan,0.6124174492239649,128154.50121654502
2026-05-09_TBRb-TiO2_d5_p1_jvl_s1_eval.csv,18,0.0,6.36,0.37,3347.13,nan,0.0764833,nan,nan,nan,nan,nan,0.71,2429.58,nan,nan,nan,0.6059464341445728,128193.41248563769
2026-05-09_TBRb-TiO2_d5_p2_jvl_s1_eval.csv,18,0.0,6.28,0.37,2820.62,nan,0.0644523,nan,nan,nan,nan,nan,0.63,2281.65,nan,nan,nan,0.5506466967742659,128151.74920490687
2026-05-09_TBRb-TiO2_d5_p3_jvl_s1_eval.csv,18,0.0,6.29,0.37,1840.32,nan,0.042052,nan,nan,nan,nan,nan,0.52,1177.59,nan,nan,nan,0.5032805336965883,128155.98885793872
2026-05-09_TBRb-TiO2_d5_p4_jvl_s1_eval.csv,18,0.0,6.37,0.37,2966.33,nan,0.0677818,nan,nan,nan,nan,nan,0.66,1899.62,nan,nan,nan,0.5869096672366718,128190.5790838375
2026-05-19_GNU5_d1_p1_jvl_s1_eval.csv,18,0.0,6.1,0.365,36.5,nan,0.001783,nan,nan,nan,nan,nan,0.03,34.24,nan,nan,nan,nan,41477.27272727273
2026-05-19_GNU5_d1_p2_jvl_s1_eval.csv,18,0.0,6.07,0.37,37.76,nan,0.0018449,nan,nan,nan,nan,nan,0.03,35.22,nan,nan,nan,nan,41494.505494505494
2026-05-19_GNU5_d1_p3_jvl_s1_eval.csv,18,0.0,5.98,0.38,27.23,nan,0.0013304,nan,nan,nan,nan,nan,0.02,21.12,nan,0.01,nan,nan,41892.307692307695
2026-05-19_GNU5_d1_p4_jvl_s1_eval.csv,18,0.0,6.03,0.37,39.78,nan,0.0019433,nan,nan,nan,nan,nan,0.03,36.11,nan,nan,nan,nan,41437.5
2026-05-19_GNU5_d2_p2_jvl_s1_eval.csv,16,0.0,5.42,0.38,41.48,nan,0.0020265,nan,nan,nan,nan,nan,0.03,32.6,nan,nan,nan,nan,41479.99999999999
2026-05-19_GNU5_d2_p3_jvl_s1_eval.csv,16,0.0,5.32,0.37,44.69,nan,0.0021832,nan,nan,nan,nan,nan,0.03,41.53,nan,nan,nan,nan,41766.35514018691
2026-05-19_GNU6_d3_p1_jvl_s1_eval.csv,16,0.0,5.27,0.36,226.63,nan,0.0067901,nan,nan,nan,nan,nan,0.17,219.8,nan,nan,0.02,nan,69947.53086419753
2026-05-19_GNU6_d3_p2_jvl_s1_eval.csv,16,0.0,5.1,0.37,120.88,nan,0.0036217,nan,nan,nan,nan,nan,0.09,120.88,nan,nan,0.041674968890638035,nan,69872.83236994219
2026-05-19_GNU6_d3_p3_jvl_s1_eval.csv,14,0.0,4.72,0.38,150.48,nan,0.0045085,nan,nan,nan,nan,nan,0.08,112.28,nan,nan,0.021930156983450858,nan,69990.6976744186
2026-05-19_GNU6_d3_p4_jvl_s1_eval.csv,14,0.0,4.77,0.38,106.62,nan,0.0031943,nan,nan,nan,nan,nan,0.08,105.84,nan,nan,0.07315862335578696,nan,69686.27450980393
2026-05-19_GNU6_d4_p1_jvl_s1_eval.csv,14,0.0,4.84,0.38,143.81,nan,0.0043088,nan,nan,nan,nan,nan,0.08,99.54,nan,nan,0.07877026265481858,nan,69810.67961165048
2026-05-19_GNU6_d4_p2_jvl_s1_eval.csv,14,0.0,4.84,0.37,26.23,nan,0.0007859,nan,nan,nan,nan,nan,0.01,13.8,nan,nan,nan,nan,69026.31578947368
2026-05-19_GNU6_d4_p3_jvl_s1_eval.csv,14,0.0,4.73,0.38,176.13,nan,0.0052769,nan,nan,nan,nan,nan,0.09,125.76,nan,nan,0.042837590105556156,nan,69892.85714285714
2026-05-19_GNU6_d4_p4_jvl_s1_eval.csv,14,0.0,4.36,0.375,176.79,nan,0.0052969,nan,nan,nan,nan,nan,0.1,139.37,nan,nan,0.024094257875700437,nan,69877.47035573122
2026-05-20_exciplex_d7_p1_jvl_s1_eval.csv,18,0.0,6.4,0.38,0.0,nan,0.0003648,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2026-05-20_exciplex_d7_p2_jvl_s1_eval.csv,18,0.0,6.16,0.375,0.0,nan,0.0002063,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2026-05-20_exciplex_d7_p3_jvl_s1_eval.csv,18,0.0,6.18,0.375,0.3,nan,0.0030573,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2026-05-20_exciplex_d7_p4_jvl_s1_eval.csv,18,0.0,6.37,0.38,0.25,nan,0.0025362,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2026-05-20_exciplex_d8_p1_jvl_s1_eval.csv,18,0.0,6.24,0.36,0.0,nan,0.0014002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2026-05-20_exciplex_d8_p3_jvl_s1_eval.csv,18,0.0,6.18,0.38,0.4,nan,0.0040641,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2026-05-20_exciplex_d8_p4_jvl_s1_eval.csv,18,0.0,6.2,0.38,0.34,nan,0.003512,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2026-05-27_GNU4_d1_p1_jvl_s1_eval.csv,15,0.0,5.2,0.38,4.99,nan,0.016761,nan,nan,nan,nan,nan,0.01,4.99,nan,nan,nan,nan,22681.81818181818
2026-05-27_GNU4_d1_p2_jvl_s1_eval.csv,15,0.0,5.22,0.38,0.42,nan,0.0014077,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,20999.999999999996
2026-05-27_GNU4_d1_p3_jvl_s1_eval.csv,15,0.0,5.18,0.375,1.48,nan,0.0049869,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,24666.666666666664
2026-05-27_GNU4_d1_p4_jvl_s1_eval.csv,15,0.0,5.2,0.39,1.44,nan,0.0048261,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,24000.0
2026-05-27_GNU4_d2_p1_jvl_s1_eval.csv,14,0.0,5.09,0.39,0.0,nan,0.0002175,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2026-05-27_GNU4_d2_p2_jvl_s1_eval.csv,14,0.0,4.86,0.38,0.29,nan,0.0009864,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28999.999999999996
2026-05-27_GNU4_d2_p3_jvl_s1_eval.csv,14,0.0,4.84,0.38,1.57,nan,0.0052769,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22428.57142857143
2026-05-27_GNU5_d3_p1_jvl_s1_eval.csv,16,0.0,5.67,0.38,0.0,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2026-05-27_GNU5_d3_p2_jvl_s1_eval.csv,16,0.0,5.54,0.38,0.1,nan,0.0002062,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2026-05-27_GNU5_d3_p3_jvl_s1_eval.csv,16,0.0,5.47,0.38,0.0,nan,0.0002416,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2026-05-27_GNU5_d3_p4_jvl_s1_eval.csv,16,0.0,5.51,0.38,0.16,nan,0.0003302,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2026-05-27_GNU5_d4_p1_jvl_s1_eval.csv,16,0.0,5.6,0.38,0.17,nan,0.0003396,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2026-05-27_GNU5_d4_p2_jvl_s1_eval.csv,16,0.0,5.61,0.38,0.0,nan,0.0002471,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2026-05-27_GNU5_d4_p4_jvl_s1_eval.csv,16,0.0,5.66,0.38,0.0,nan,0.0002452,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2026-05-27_GNU6_d5_p1_jvl_s1_eval.csv,16,0.0,5.66,0.38,12.05,nan,0.015106,nan,nan,nan,nan,nan,0.01,12.05,nan,nan,nan,nan,70882.35294117648
2026-05-27_GNU6_d5_p2_jvl_s1_eval.csv,16,0.0,5.66,0.38,29.49,nan,0.0369653,nan,nan,nan,nan,nan,0.02,16.66,nan,nan,nan,nan,70214.28571428571
2026-05-27_GNU6_d5_p3_jvl_s1_eval.csv,16,0.0,5.62,0.37,37.01,nan,0.0463929,nan,nan,nan,nan,nan,0.04,37.01,nan,nan,nan,nan,69830.18867924529
2026-05-27_GNU6_d6_p1_jvl_s1_eval.csv,16,0.0,5.68,0.38,10.38,nan,0.0130051,nan,nan,nan,nan,nan,0.01,10.38,nan,nan,nan,nan,69200.00000000001
2026-05-27_GNU6_d6_p2_jvl_s1_eval.csv,16,0.0,5.68,0.38,13.93,nan,0.0174656,nan,nan,nan,nan,nan,0.01,9.12,nan,0.01,nan,nan,69650.0
2026-05-27_GNU6_d6_p3_jvl_s1_eval.csv,16,0.0,5.65,0.37,27.3,nan,0.0342168,nan,nan,nan,nan,nan,0.02,27.3,nan,nan,nan,nan,70000.0
2026-05-27_GNU6_d6_p4_jvl_s1_eval.csv,16,0.0,5.66,0.38,27.46,nan,0.034417,nan,nan,nan,nan,nan,0.02,27.46,nan,nan,nan,nan,70410.2564102564
2026-05-27_TBRb_d7_p1_jvl_s1_eval.csv,17,0.0,5.82,0.36,5684.96,nan,0.1192342,nan,nan,nan,nan,nan,0.8,4509.24,nan,nan,0.13214837633974774,0.5284928878850138,141522.5292506846
2026-05-27_TBRb_d7_p2_jvl_s1_eval.csv,17,0.0,5.78,0.38,5574.96,nan,0.1169271,nan,nan,nan,nan,nan,0.98,3311.34,nan,nan,0.14010929172536904,0.5403089768060267,141532.36862147754
2026-05-27_TBRb_d7_p3_jvl_s1_eval.csv,17,0.0,5.82,0.39,5354.65,nan,0.1123065,nan,nan,nan,nan,nan,0.98,3550.08,nan,nan,0.10282095648326982,0.5398595560308116,141507.66384778012
2026-05-27_TBRb_d7_p4_jvl_s1_eval.csv,17,0.0,5.86,0.39,5129.45,nan,0.1075833,nan,nan,nan,nan,nan,1.04,3838.97,nan,nan,0.18783681547610445,0.6059977045942033,141502.06896551725
2026-05-27_TBRb_d8_p1_jvl_s1_eval.csv,17,0.0,5.82,0.36,5280.19,nan,0.1107448,nan,nan,nan,nan,nan,0.96,3732.32,nan,nan,0.12782995077677536,0.5207183115290994,141522.11203430712
2026-05-27_TBRb_d8_p3_jvl_s1_eval.csv,17,0.0,5.72,0.375,6056.34,nan,0.1270235,nan,nan,nan,nan,nan,1.01,3849.17,nan,nan,0.13861398806747083,0.5180232076136947,141503.2710280374
2026-05-27_TBRb_d8_p4_jvl_s1_eval.csv,17,0.07,5.74,0.35,5911.36,nan,0.1239828,nan,nan,nan,nan,nan,1.01,3720.86,nan,nan,0.17941670938275853,0.5615709268481243,141521.6662676562
2026-05-30_GNU6_d3_p1_jvl_s1_eval.csv,16,0.0,5.52,0.36,218.23,nan,0.0061156,nan,nan,nan,nan,nan,0.17,218.23,nan,nan,0.04481734899091831,nan,75774.30555555555
2026-05-30_GNU6_d3_p2_jvl_s1_eval.csv,13,0.0,4.37,0.36,436.41,nan,0.0122298,nan,nan,nan,nan,nan,0.31,366.7,nan,nan,nan,nan,75765.625
2026-05-30_GNU6_d3_p3_jvl_s1_eval.csv,13,0.0,4.49,0.38,644.97,nan,0.0180746,nan,nan,nan,nan,nan,0.29,644.97,nan,0.013033772693637698,0.0822481021493165,nan,75700.70422535212
2026-05-30_GNU6_d3_p4_jvl_s1_eval.csv,13,0.0,4.6,0.38,180.26,nan,0.0050517,nan,nan,nan,nan,nan,0.12,171.2,nan,0.02846361345326652,0.05765669094653861,nan,75739.49579831932
2026-05-30_GNU6_d4_p1_jvl_s1_eval.csv,13,0.0,4.42,0.365,519.86,nan,0.0145685,nan,nan,nan,nan,nan,0.19,476.6,nan,nan,0.06235554021601326,nan,75781.34110787172
2026-05-30_GNU6_d4_p2_jvl_s1_eval.csv,15,0.0,5.03,0.35,633.06,nan,0.0177407,nan,nan,nan,nan,nan,0.23,507.95,nan,nan,0.0897887137955565,nan,75724.88038277513
2026-05-30_GNU6_d4_p4_jvl_s1_eval.csv,15,0.0,5.15,0.38,281.57,nan,0.0078907,nan,nan,nan,nan,nan,0.12,245.98,nan,nan,0.0740432615796309,nan,75690.86021505376
2026-06-02_alagref_d11_p1_jvl_s1_eval.csv,39,-2.0,5.0,0.1,81628.74,nan,0.4875393,nan,nan,nan,nan,nan,3.35,18456.4,nan,nan,0.4557143824840102,1.8815959672852969,308370.4431264403
2026-06-02_alagref_d11_p2_jvl_s1_eval.csv,39,-2.0,5.0,0.1,78302.23,nan,0.4676712,nan,nan,nan,nan,nan,3.02,11357.47,nan,nan,0.05256773866808024,0.645263769877255,308373.6216131065
2026-06-02_alagref_d11_p3_jvl_s1_eval.csv,39,-2.0,5.0,0.1,92883.19,nan,0.5547581,nan,nan,nan,nan,nan,4.79,696.04,nan,nan,4.331629563352119,4.782764558521202,308377.12483399734
2026-06-02_alagref_d11_p4_jvl_s1_eval.csv,39,-2.0,5.0,0.1,71424.75,nan,0.4265945,nan,nan,nan,nan,nan,4.69,712.5,nan,nan,4.208430151658006,4.676283986704412,308370.3911579311
2026-06-02_alagref_d11_p5_jvl_s1_eval.csv,39,-2.0,5.0,0.1,76695.95,nan,0.4580775,nan,nan,nan,nan,nan,4.61,396.89,nan,nan,3.821183863388335,4.5975140617002825,308375.0150778015
2026-06-02_alagref_d11_p6_jvl_s1_eval.csv,39,-2.0,5.0,0.1,69900.74,nan,0.4174921,nan,nan,nan,nan,nan,1.53,29147.02,nan,nan,nan,0.11100189641307968,308381.0826311378
2026-06-02_alagref_d11_p7_jvl_s1_eval.csv,39,-2.0,5.0,0.1,81049.77,nan,0.4840813,nan,nan,nan,nan,nan,4.59,1117.66,nan,nan,4.291120093345502,4.587790568490462,308373.35920557013
2026-06-02_alagref_d11_p8_jvl_s1_eval.csv,39,-2.0,5.0,0.1,83609.02,nan,0.4993668,nan,nan,nan,nan,nan,4.9,99.86,nan,nan,4.899450868018648,4.6972447517492,308372.44126433815
2026-06-02_alagref_d12_p2_jvl_s1_eval.csv,39,-2.0,5.0,0.1,34647.44,nan,0.2352089,nan,nan,nan,nan,nan,5.32,271.17,nan,nan,4.993909886830387,5.249862952628021,195836.76237847618
2026-06-02_alagref_d12_p3_jvl_s1_eval.csv,39,-2.0,5.0,0.1,33714.75,nan,0.2288772,nan,nan,nan,nan,nan,3.52,7132.67,nan,nan,0.370209570817826,1.935408565824571,195833.81737918215
2026-06-02_alagref_d12_p4_jvl_s1_eval.csv,39,-2.0,5.0,0.1,32095.37,nan,0.2178838,nan,nan,nan,nan,nan,6.28,16.54,nan,nan,4.736812647471443,5.254105966662277,195834.8282384526
2026-06-02_alagref_d12_p5_jvl_s1_eval.csv,39,-2.0,5.0,0.1,32573.79,nan,0.2211316,nan,nan,nan,nan,nan,4.96,1484.98,nan,nan,3.121070492270693,4.896911423504421,195838.33343353574
2026-06-02_alagref_d12_p6_jvl_s1_eval.csv,39,-2.0,5.0,0.1,34054.59,nan,0.2311842,nan,nan,nan,nan,nan,8.74,20.27,nan,nan,6.259167930128005,5.402190253654862,195839.84127896946
2026-06-02_alagref_d12_p7_jvl_s1_eval.csv,39,-2.0,5.0,0.1,33657.7,nan,0.2284899,nan,nan,nan,nan,nan,6.7,15.67,nan,nan,5.441001661465926,5.3867690950074465,195843.70999650875
2026-06-02_alagref_d12_p8_jvl_s1_eval.csv,39,-2.0,5.0,0.1,29671.92,nan,0.2014319,nan,nan,nan,nan,nan,5.37,452.96,nan,nan,5.301706584556317,5.323104439519767,195841.33060524057
2026-06-15_ITO_d11_p1_jvl_s1_eval.csv,59,-2.0,7.0,0.1,25.88,nan,0.0021589,nan,nan,nan,nan,nan,7865.99,19.03,nan,15.89,nan,nan,143777.77777777775
2026-06-15_ITO_d11_p2_jvl_s1_eval.csv,59,-2.0,7.0,0.1,55.18,nan,0.001957,nan,nan,nan,nan,nan,59299.09,47.83,nan,nan,nan,nan,145210.52631578947
