wavelength_nm,n,k
6.910000000000000000e+02,3.367401000000000089e+00,1.259757000000000016e+00
6.920000000000000000e+02,3.368132999999999821e+00,1.254221999999999948e+00
6.930000000000000000e+02,3.368837000000000081e+00,1.248709999999999987e+00
6.940000000000000000e+02,3.369514000000000120e+00,1.243220999999999909e+00
6.950000000000000000e+02,3.370162999999999798e+00,1.237754000000000021e+00
6.960000000000000000e+02,3.370785999999999838e+00,1.232310000000000016e+00
6.970000000000000000e+02,3.371382000000000101e+00,1.226887999999999979e+00
6.980000000000000000e+02,3.371951000000000143e+00,1.221487999999999907e+00
6.990000000000000000e+02,3.372494999999999798e+00,1.216110000000000024e+00
7.000000000000000000e+02,3.373012999999999817e+00,1.210754000000000108e+00
